date,tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
2021-05-24,31.4,28,37,,,226,3.2,,1006.6,
2021-05-25,30.8,28.7,34.3,,,213,1.9,,1006.6,
2021-05-26,31,28.8,35.7,,,245,2.5,,1006.3,
2021-05-27,30.2,27.6,35.5,2.3,,207,1.4,,1006.5,
2021-05-28,28.8,26.5,33.5,25.4,,,1.9,,1007.9,
2021-05-29,29,25.5,36.7,19.1,,,2.7,,1008,
2021-05-30,29.9,26.2,33.9,,,181,3.9,,1007.2,
2021-05-31,31.3,28,35.2,,,192,2.7,,1006.2,
2021-06-01,31.8,26.7,36.8,,,211,2.9,,1006.6,
2021-06-02,32.3,28.2,37.2,,,268,1.8,,1006.6,
2021-06-03,32.2,29.2,37.7,,,189,2.5,,1007.2,
2021-06-04,32.5,28.9,36.6,,,220,2.6,,1006.9,
2021-06-05,31.3,29.5,36,,,222,3.3,,1007.2,
2021-06-06,31.8,28.5,37.4,2.3,,241,3.5,,1006.6,
2021-06-07,30.9,28.5,35,,,214,4.2,,1006.4,
2021-06-08,29.8,27.4,35,5.6,,213,4.1,,1006.5,
2021-06-09,29.3,26.8,34.6,,,215,2.2,,1006.7,
2021-06-10,29.3,26,34.5,,,205,2,,1006.1,
2021-06-11,29.4,27.8,32,0.5,,210,2.5,,1005.3,
2021-06-12,29.7,27.1,35,7.4,,235,1.8,,1006,
2021-06-13,28.8,25,32,,,216,2.4,,1006.3,
2021-06-14,28.9,26.3,32.2,,,205,1.8,,1006.8,
2021-06-15,28.9,27.3,32.2,0,,219,1.8,,1007.2,
2021-06-16,29.9,25.6,34.2,,,211,2,,1007.8,
2021-06-17,30.1,26.2,35,,,211,1.4,,1009.2,
2021-06-18,30.4,27.6,34.5,,,229,1.7,,1010,
2021-06-19,31.1,27.2,36.2,,,248,2,,1009.5,
2021-06-20,30.6,25.5,37.6,20.1,,242,3.7,,1007.7,
2021-06-21,30.9,25.5,36.8,,,226,4.1,,1006.8,
2021-06-22,30.7,27.2,35.2,,,213,3.4,,1007.5,
2021-06-23,30.1,27.6,34.5,0.3,,238,2.7,,1008.5,
2021-06-24,30.4,27.2,35.3,,,273,2.2,,1007.4,
2021-06-25,30.7,27.5,35.2,,,230,1.9,,1006.5,
2021-06-26,30.4,27.7,35.5,,,181,2.1,,1007.2,
2021-06-27,30.3,28.2,35.7,14.2,,183,2.3,,1008.9,
2021-06-28,28.9,24.9,34.4,16.5,,243,1.7,,1008.5,
2021-06-29,29.3,26.6,35,,,252,1.5,,1007.7,
2021-06-30,30.8,27.1,35.2,,,231,1.4,,1007.5,
2021-07-01,30.9,28,34.4,,,221,2.5,,1007.8,
2021-07-02,30.5,26.8,35.1,5.1,,236,1.8,,1008.3,
2021-07-03,31.7,27.9,36.5,,,,2.3,,1007.6,
2021-07-04,32.6,28.5,38.4,,,240,2.7,,1006.1,
2021-07-05,32,28.6,36,,,278,4.2,,1005.1,
2021-07-06,29.8,25.8,34.8,9.9,,248,2.3,,1004.9,
2021-07-07,29.9,26.8,34.5,9.4,,198,2,,1005.8,
2021-07-08,29.7,27.3,34.8,0,,,1.6,,1005.9,
2021-07-09,28.8,26.6,32,,,139,1.5,,1005.2,
2021-07-10,28,25.9,31,,,127,1.4,,1005,
2021-07-11,27.7,24.9,31.5,21.3,,143,1.7,,1007.2,
2021-07-12,29.7,25.5,35.2,27.2,,158,2.1,,1008.6,
2021-07-13,28.9,26.4,35.8,7.6,,,1.1,,1007.5,
2021-07-14,28.2,26.5,33.5,1.5,,,1.1,,1006.7,
2021-07-15,28.7,25.7,33.8,0.5,,138,1.5,,1007.6,
2021-07-16,29.1,26.2,33,0,,,1.9,,1008.9,
2021-07-17,28.8,26.2,34.5,8.4,,,1.5,,1007.7,
2021-07-18,28.9,25.8,32.5,,,,2.5,,1006,
2021-07-19,28.8,27.5,32.2,0.3,,268,3,,1006.5,
2021-07-20,28.7,25.6,31.5,,,239,3,,1007,
2021-07-21,29.7,28,32.5,,,223,2.8,,1006.6,
2021-07-22,29.7,26,33.6,2.3,,,2.4,,1006.4,
2021-07-23,29.1,27,32,,,178,1.6,,1006.6,
2021-07-24,28.7,27.1,32,,,,1.5,,1006,
2021-07-25,27.6,25.8,31.6,3,,222,2.1,,1006.2,
2021-07-26,29.5,26,33.9,2.5,,243,1.9,,1005.8,
2021-07-27,29.7,26.5,35.6,1.3,,,3.1,,1005.2,
2021-07-28,28.6,27.5,33.4,5.3,,,2.5,,1005.1,
2021-07-29,29.7,26.5,33.7,,,246,1.4,,1005.7,
2021-07-30,29.7,27,33.7,,,,2,,1006.9,
2021-07-31,29.3,27,34.5,4.6,,,1.7,,1007.2,
2021-08-01,30.6,27.8,34.7,,,,1.3,,1006.5,
2021-08-02,30.1,27.6,34.7,0.8,,,1.3,,1006.2,
2021-08-03,29.5,27.6,32.1,,,,2,,1006.9,
2021-08-04,29.3,27.9,33.5,4.1,,,1.6,,1007.5,
2021-08-05,29.9,27.8,34.3,5.6,,,2.5,,1007,
2021-08-06,30.5,28,34.5,,,182,2.3,,1007.3,
2021-08-07,30,26.8,34.5,6.9,,,1.7,,1008.4,
2021-08-08,30.3,27.1,34.3,,,259,2.1,,1008.2,
2021-08-09,31.5,27.5,38.1,,,248,2.4,,1006.8,
2021-08-10,31.4,28,35.5,,,236,2.6,,1005.3,
2021-08-11,29.8,28.4,34.6,5.6,,147,2.5,,1006.9,
2021-08-12,29.2,26.2,32.5,,,158,1.5,,1009.2,
2021-08-13,29.3,25.6,33.2,,,,1.8,,1008.2,
2021-08-14,28.6,26.5,31.6,,,186,1.2,,1006.7,
2021-08-15,28.8,26.6,31.9,1,,,2.5,,1008.3,
2021-08-16,29.1,26.8,33.6,0,,,1.9,,1011.4,
2021-08-17,30.4,25.9,35.2,,,,1,,1011,
2021-08-18,30.6,27.2,35.7,,,277,1.7,,1008.9,
2021-08-19,30.7,27.4,35.6,,,,1,,1007.8,
2021-08-20,29.8,26.3,34.7,,,125,1.3,,1008.3,
2021-08-21,29.5,27.4,32.5,,,,1.8,,1009.1,
2021-08-22,29.8,27.3,34.5,1.5,,168,2.1,,1008.4,
2021-08-23,30.5,27,36,,,250,1.7,,1007,
2021-08-24,29.6,26.5,35.8,1.8,,228,2.6,,1005.9,
2021-08-25,29,26.5,33.6,,,,1.9,,1005.4,
2021-08-26,27.7,25.6,32.6,6.1,,,2.1,,1006.1,
2021-08-27,26,25.3,33.2,52.1,,,1.3,,1006.9,
2021-08-28,26.5,24.5,29.6,7.6,,,1,,1007.1,
2021-08-29,28.6,24.6,32,16.5,,,1.4,,1007.5,
2021-08-30,29.1,26.1,33.2,,,,1.1,,1008.1,
2021-08-31,27.8,26.4,32.8,10.7,,,1.7,,1008.7,
2021-09-01,27.8,24.5,33.4,7.1,,26,1.4,,1008.4,
2021-09-02,28.3,25.2,32.5,2,,,1.6,,1007.7,
2021-09-03,28.6,25.8,32,0.3,,244,1.3,,1007.3,
2021-09-04,28.5,26,32.4,,,,1.4,,1007.7,
2021-09-05,27.2,25,30.5,7.4,,,1.9,,1008.7,
2021-09-06,29.1,25.3,34.8,2.8,,,1.8,,1009.1,
2021-09-07,27.2,25.7,32.2,16.5,,297,2,,1008.5,
2021-09-08,27,25.2,32,54.1,,318,1.4,,1006.2,
2021-09-09,27.8,25.4,30.8,12.7,,211,0.9,,1005.7,
2021-09-10,28.1,25.9,32.8,2.3,,173,1.1,,1007.2,
2021-09-11,28.3,26.2,32.4,0.3,,,2.3,,1007.8,
2021-09-12,29.3,26.5,33.7,,,284,3,,1006.2,
2021-09-13,30.6,26.8,34.8,,,274,2.6,,1006.1,
2021-09-14,28.8,27.1,33.5,,,305,2.4,,1007,
2021-09-15,27.6,26.3,33,3.8,,,1.7,,1008.4,
2021-09-16,27.9,25.7,30.1,,,171,1.9,,1008.5,
2021-09-17,29.3,26.7,33.6,,,,2.1,,1008.8,
2021-09-18,30.6,27,36.8,0,,123,1.1,,1008.9,
2021-09-19,28.6,25.2,31.9,,,,0.9,,1009,
2021-09-20,27.1,25,34.2,40.9,,,0.6,,1007.8,
2021-09-21,27.8,24.2,33.5,18.8,,,1.8,,1006.6,
2021-09-22,27.4,24.8,30.5,,,,2,,1006.4,
2021-09-23,28.1,25.5,32.4,,,,1.4,,1007.8,
2021-09-24,28.4,26.4,31.6,,,287,2.4,,1008,
2021-09-25,26.9,24.6,29.4,,,268,2.1,,1006.4,
2021-09-26,26.8,24.4,30.8,1.8,,,1.3,,1007,
2021-09-27,28.6,25.2,34.5,0,,,0.8,,1008.3,
2021-09-28,28.8,25.9,33.6,,,,1.5,,1008.8,
2021-09-29,30,26.7,34.6,,,,1.3,,1007.9,
2021-09-30,29.7,26.9,34.5,,,,1.1,,1008.1,
2021-10-01,30.4,26.8,35,,,,1.3,,1008.5,
2021-10-02,28.6,25.1,32.9,,,,1.7,,1009.2,
2021-10-03,28.6,25.3,32.5,,,,1.3,,1008.5,
2021-10-04,28.4,24.5,34.9,9.7,,332,1.5,,1007.8,
2021-10-05,28.7,25.5,33,,,,1.6,,1007,
2021-10-06,28,25,31.3,,,,1.7,,1005.9,
2021-10-07,29.1,26,33.5,2,,,1.1,,1004.9,
2021-10-08,29.1,26.6,33.5,,,,1.4,,1004.8,
2021-10-09,29.1,27,31.5,,,,1.9,,1005.3,
2021-10-10,29.9,26,34.5,,,240,2.2,,1004.7,
2021-10-11,28.8,27.8,33,7.9,,210,1.3,,1004.1,
2021-10-12,29.6,27.4,33.5,4.1,,,2.2,,1004.4,
2021-10-13,29.7,27.5,33.2,0,,263,2.2,,1004,
2021-10-14,28.8,26,33.1,10.4,,231,1.8,,1003.6,
2021-10-15,27.8,25.6,31.6,1.3,,,1.7,,1005.1,
2021-10-16,28.5,26.2,32.6,,,,1.3,,1007.5,
2021-10-17,24.5,23.9,27.5,47,,356,0.8,,1010.1,
2021-10-18,25.2,23.2,27.5,,,352,1,,1010.5,
2021-10-19,27.3,24.4,31.7,0.3,,3,1.2,,1012.6,
2021-10-20,29.2,25.8,33.5,0,,,1.6,,1012.8,
2021-10-21,28.9,26.6,33.2,,,,1.2,,1011.7,
2021-10-22,28.2,25.7,33.1,,,,1.3,,1011.8,
2021-10-23,28,25.7,33.7,,,,1.4,,1012.8,
2021-10-24,28.5,26,32,,,31,1.7,,1012.5,
2021-10-25,28.7,25.3,33.5,,,34,1.8,,1011.3,
2021-10-26,29.7,26,35.4,,,28,2,,1010.3,
2021-10-27,29.5,26.1,33.1,,,,1.8,,1010.3,
2021-10-28,27.1,26.1,30.6,0.5,,337,2.2,,1010.2,
2021-10-29,28.8,25.5,33.7,,,,1.1,,1011.6,
2021-10-30,28.5,25.6,32,,,,1.1,,1012.3,
2021-10-31,28,25.6,31.6,,,,1.4,,1012.2,
2021-11-01,28.2,25.1,32.5,,,,1.5,,1011.7,
2021-11-02,27.9,25,34,5.3,,,1.9,,1011.6,
2021-11-03,28.7,25.4,35.2,13.5,,,0.8,,1011.2,
2021-11-04,29.3,25.5,33.2,,,,1.6,,1010.5,
2021-11-05,30.3,27,35.1,,,77,0.8,,1009.3,
2021-11-06,28.8,27.1,32.2,,,,0.2,,1007.7,
2021-11-07,28.5,26,35.4,22.1,,,1.2,,1007.3,
2021-11-08,28.6,25.6,32.1,,,,1.3,,1008.9,
2021-11-09,28.4,26.5,30.5,,,47,2.5,,1010.9,
2021-11-10,28.3,25.6,34.1,,,43,2,,1011.2,
2021-11-11,28.2,25,32.2,,,36,1.4,,1010.9,
2021-11-12,28.1,26.1,32.2,,,26,1.9,,1011,
2021-11-13,27.5,26.1,32.8,,,55,1.8,,1011.1,
2021-11-14,27.5,25,29.9,,,78,1.8,,1010.8,
2021-11-15,28.7,25.9,32.5,,,72,1.6,,1009.7,
2021-11-16,29.2,26.6,33.5,,,63,2.4,,1009.4,
2021-11-17,29.9,26.5,34.5,,,78,2.4,,1009.9,
2021-11-18,30,27.9,32.8,,,71,1.8,,1009.1,
2021-11-19,30.2,26.4,33.8,,,,1,,1007.8,
2021-11-20,29.6,27,32.7,,,,1,,1007.5,
2021-11-21,29.7,27.3,33,,,,1.4,,1008.4,
2021-11-22,30.8,27,36.5,,,,1.5,,1009,
2021-11-23,27.7,26.5,32.2,,,77,3.3,,1010.3,
2021-11-24,27.4,25.2,32,,,62,1.7,,1011.8,
2021-11-25,28.4,24.5,33.8,,,33,1.6,,1011.9,
2021-11-26,28.3,25,32,,,33,1.2,,1011.6,
2021-11-27,27.3,23.2,30.9,,,46,1.4,,1011.9,
2021-11-28,27.7,22,32.8,,,3,1.4,,1012,
2021-11-29,28.2,24.5,33.6,,,34,1.8,,1010.8,
2021-11-30,27.3,26,30.5,,,65,2.1,,1010.7,
2021-12-01,26.2,24.5,30.2,,,49,2.7,,1012.2,
2021-12-02,26,23.5,29,,,52,2.8,,1013.6,
2021-12-03,25.7,22.5,31,,,41,2.3,,1015.1,
2021-12-04,24.5,21.3,31.2,,,46,1.7,,1015.2,
2021-12-05,24.2,19,28.8,,,14,1.4,,1015.2,
2021-12-06,25.6,19.8,32.2,,,55,2,,1013.8,
2021-12-07,25.8,19.7,31.3,,,69,1.4,,1013.8,
2021-12-08,25.7,21.5,30.6,,,77,1.4,,1014.3,
2021-12-09,27,22.8,32.5,,,47,1.7,,1014.2,
2021-12-10,27.6,23.1,33.7,,,22,1.2,,1013.5,
2021-12-11,28.1,24,33.4,,,55,1.5,,1013.3,
2021-12-12,28.1,24.1,32.5,,,43,2,,1013.6,
2021-12-13,27.7,25,31,,,52,3.2,,1013.2,
2021-12-14,27.3,23.2,31.7,,,32,1.4,,1012,
2021-12-15,27.5,22.8,33.2,,,,2,,1010.7,
2021-12-16,29.2,24.1,35.6,,,356,1.7,,1010.6,
2021-12-17,29.8,24.9,35.5,,,,1.3,,1010.9,
2021-12-18,28.6,26.5,33.8,,,88,3,,1011.4,
2021-12-19,25.9,23.4,30.8,,,105,3.2,,1012.7,
2021-12-20,25.7,21.9,30,,,83,2,,1013.4,
2021-12-21,26.5,22.6,31.1,,,,0.8,,1012.8,
2021-12-22,27.3,22.9,33.6,,,,1.8,,1011.9,
2021-12-23,28.6,23.4,34.7,,,,2.1,,1011,
2021-12-24,28.8,25.3,33.7,,,,2.4,,1010.9,
2021-12-25,28.8,25,34.2,,,63,1.8,,1012.3,
2021-12-26,28,25.6,31.1,,,37,2.1,,1013.7,
2021-12-27,28.5,25,32.7,,,34,1.5,,1014,
2021-12-28,29,25.1,34.2,,,76,3.4,,1014,
2021-12-29,28.9,25.9,34.5,,,38,1.5,,1013.9,
2021-12-30,27.9,26.2,32.7,,,46,1.4,,1014.8,
2021-12-31,27.7,24.2,31.6,,,50,2.9,,1014.9,
2022-01-01,27.1,22.8,30.8,,,45,2,,1014.9,
2022-01-02,27,23,32,,,40,1.5,,1014.7,
2022-01-03,27.3,23.5,31.6,,,39,1.6,,1013.2,
2022-01-04,28.2,24.5,34.9,,,40,1.1,,1012.8,
2022-01-05,28.4,24.3,34.3,,,19,1.4,,1012.1,
2022-01-06,28.7,23.8,34.7,,,43,1.8,,1012,
2022-01-07,29.7,24.4,35.7,,,,1.5,,1012.8,
2022-01-08,29.6,25.6,36,,,29,1.4,,1012.9,
2022-01-09,29,24.5,35.8,,,,1.3,,1011.9,
2022-01-10,29,24.5,34.6,,,,2,,1012,
2022-01-11,29.6,24.8,36.4,,,172,2.8,,1012.3,
2022-01-12,29.3,25.9,34.8,,,134,2.9,,1012.8,
2022-01-13,29.2,25.6,35.5,,,150,2.4,,1013,
2022-01-14,28.6,25.3,33.1,,,112,2.1,,1013.3,
2022-01-15,28.8,24.5,35,,,173,2,,1012.9,
2022-01-16,28.5,25,34.4,,,202,3.1,,1012.8,
2022-01-17,28.8,24.9,34.4,,,156,1.7,,1012.4,
2022-01-18,29,25.1,33.7,,,117,2.7,,1012.2,
2022-01-19,28.4,25.1,32.9,,,122,3.3,,1011.3,
2022-01-20,28.8,25.2,34.5,0.3,,167,3.8,,1010.4,
2022-01-21,27.4,25.9,30.5,,,160,3.1,,1010.7,
2022-01-22,27,24.5,32.1,32.3,,195,3,,1009.3,
2022-01-23,28.6,24.8,34.8,30,,193,2.7,,1009.1,
2022-01-24,28.4,25.2,33.2,,,206,2,,1009.4,
2022-01-25,29.2,24.6,35.4,,,214,2.2,,1009.5,
2022-01-26,29.1,26,34.6,,,193,2.2,,1010.2,
2022-01-27,28.1,26,32.7,,,193,1.2,,1010.2,
2022-01-28,29.4,25.9,34.2,1.3,,216,2.5,,1010.1,
2022-01-29,29.5,26.1,34.5,,,207,4.1,,1009.1,
2022-01-30,29.9,25.4,35.1,,,196,3.4,,1008.6,
2022-01-31,29,25.6,34.1,,,195,3.3,,1008.9,
2022-02-01,28.9,26.1,32.6,,,209,3.6,,1009.5,
2022-02-02,29.3,26.5,34.7,,,191,3.5,,1010.8,
2022-02-03,28.8,26.4,34.5,2,,188,2.9,,1010.9,
2022-02-04,28.3,23.5,33,,,100,1.7,,1010.8,
2022-02-05,27.7,24.2,32.4,,,46,2.5,,1011.7,
2022-02-06,28.1,24.5,33,,,32,2,,1012.2,
2022-02-07,29.2,25,33.5,,,129,1.4,,1011,
2022-02-08,30.4,26,36.3,,,219,1.4,,1010,
2022-02-09,29.9,27,35.2,,,193,2.1,,1010.2,
2022-02-10,28.8,25.5,34.7,18.8,,204,3.1,,1010,
2022-02-11,29.3,27,34.1,0,,172,1.8,,1009.3,
2022-02-12,28.6,26.5,32.8,0.5,,171,1.9,,1008.4,
2022-02-13,29.3,26.4,33.8,,,199,3.1,,1006.9,
2022-02-14,28,26.8,30.2,,,149,2.1,,1008.1,
2022-02-15,26.8,25.4,30.3,3,,104,2,,1009.2,
2022-02-16,27.2,24.2,30.6,,,93,1.6,,1008.3,
2022-02-17,27.4,25,30,,,130,2.7,,1007.3,
2022-02-18,28.4,25,32.1,3.6,,156,3.8,,1008.2,
2022-02-19,29.1,25.8,33.8,0.5,,176,4.7,,1009.3,
2022-02-20,29.1,27.1,34,0,,183,4.8,,1008.3,
2022-02-21,27.7,25.1,34.6,17,,136,3.3,,1009.9,
2022-02-22,26.7,22.5,31.5,15.5,,87,1.8,,1012.7,
2022-02-23,27.7,24,33.3,0,,44,2.2,,1013.8,
2022-02-24,27.4,23.4,33.4,,,44,3.8,,1014.7,
2022-02-25,27.3,23.2,32.6,,,22,3.3,,1014.3,
2022-02-26,28,23.4,34,,,44,2.2,,1013.6,
2022-02-27,29,23.2,35.4,,,53,1.6,,1012.6,
2022-02-28,29.7,24.8,34.8,,,128,1.2,,1011.6,
2022-03-01,30.2,27.5,35.4,,,,2.7,,1010.9,
2022-03-02,30.1,27.4,35.1,,,196,3.8,,1010.6,
2022-03-03,29.8,27.6,33.5,,,211,3.8,,1010.4,
2022-03-04,30.3,27.4,34.6,,,211,4.2,,1009.3,
2022-03-05,30.3,27.8,34.1,,,218,4.3,,1008.4,
2022-03-06,30.4,27.8,35.2,,,194,3.7,,1008.9,
2022-03-07,29.8,27.9,35.2,,,219,4.6,,1009.7,
2022-03-08,28.3,25,33.1,2,,76,2.6,,1010.3,
2022-03-09,29.5,26,34.7,,,153,1.7,,1009.2,
2022-03-10,30.3,27.5,36.1,,,184,3.2,,1008,
2022-03-11,30.8,27.9,36.4,,,225,4.5,,1007,
2022-03-12,31.2,28.2,35.4,,,203,3.2,,1006.3,
2022-03-13,31.1,28.3,34.5,,,219,3.9,,1006.5,
2022-03-14,30.7,28.5,36.2,,,218,3.6,,1007.7,
2022-03-15,30.9,28,35,,,197,3.5,,1006.8,
2022-03-16,30.9,28.4,36.4,,,207,4.8,,1006.5,
2022-03-17,30.9,28.1,35.7,,,222,3.4,,1006.9,
2022-03-18,29.9,27.5,34.3,,,173,4.3,,1006.9,
2022-03-19,30.3,26.5,36.4,3,,132,2.9,,1006.2,
2022-03-20,26.7,25.6,32.8,28.7,,135,3.4,,1006.6,
2022-03-21,28.1,25.3,31.7,,,147,3.4,,1008.4,
2022-03-22,28.7,27.4,33.8,0.8,,165,2.3,,1009.1,
2022-03-23,29.5,26.4,35.6,,,190,4.2,,1009.2,
2022-03-24,29.7,27.3,32.6,,,204,2.6,,1008.5,
2022-03-25,29.9,27.8,33.2,,,209,4.3,,1008.9,
2022-03-26,31.1,27.9,36.1,,,214,5.2,,1009.8,
2022-03-27,31.5,28.3,37.4,,,196,3.7,,1009.6,
2022-03-28,30.8,28.3,35,,,164,3.4,,1009.3,
2022-03-29,30.3,27.7,35,,,134,1.8,,1009.2,
2022-03-30,29.9,25,35,,,301,1.8,,1008.8,
2022-03-31,31.1,27.8,36,,,313,1.7,,1008.1,
2022-04-01,30.9,28.2,37,,,34,3,,1008.8,
2022-04-02,25.7,24.1,31,,,91,4.4,,1012.2,
2022-04-03,23.9,20.5,26.9,,,56,2.7,,1013.8,
2022-04-04,27.1,22,33.6,,,18,2.5,,1013.4,
2022-04-05,30.1,24.6,36.2,,,38,2.6,,1012.9,
2022-04-06,31.1,26.9,36.4,,,40,2,,1010,
2022-04-07,30.7,28.2,35.7,,,74,2.4,,1010.6,
2022-04-08,30.5,26.6,36.6,,,91,1.7,,1010.5,
2022-04-09,30.6,26.1,36.7,,,110,1.4,,1009.2,
2022-04-10,31.2,27.9,36.6,,,213,2.8,,1008,
2022-04-11,31,28.4,36,,,212,3.3,,1007.3,
2022-04-12,31.3,28.9,36.1,,,203,4.1,,1006.5,
2022-04-13,32.2,28.6,38.1,,,200,3.6,,1005.3,
2022-04-14,32.8,28.9,39.2,,,219,3.5,,1005.3,
2022-04-15,32.7,28.7,38.7,,,236,2.4,,1005.7,
2022-04-16,32.6,29,38.4,,,189,2.4,,1005.9,
2022-04-17,31.4,29.1,37,,,175,3.1,,1007,
2022-04-18,28.2,25.4,34.2,8.4,,125,2.3,,1008.9,
2022-04-19,29.1,24.6,34.8,3.3,,32,2.3,,1010.2,
2022-04-20,30.9,26.9,35.6,0,,15,1.8,,1009.3,
2022-04-21,30.2,27.6,35.5,1.5,,,2.5,,1008.7,
2022-04-22,31,27.5,36.6,6.9,,198,3.6,,1008.8,
2022-04-23,31.6,28.5,36.2,,,201,4.4,,1007.8,
2022-04-24,31.6,28.9,36.5,,,218,5.6,,1006.6,
2022-04-25,31.8,29.1,36.8,,,214,3.8,,1006.3,
2022-04-26,30.9,29.5,36.4,,,211,4.4,,1006.7,
2022-04-27,33.2,29.3,39.2,,,223,2.6,,1006.1,
2022-04-28,31,26.6,37.6,1.5,,181,3.4,,1006.3,
2022-04-29,30.9,25.5,36.2,,,34,2.5,,1007.1,
2022-04-30,31,28,37.2,,,152,2.6,,1006,
2022-05-01,29,27.1,33.6,17,,92,1.9,,1005.3,
2022-05-02,26.8,25.5,32.4,2.5,,55,2.1,,1007.2,
2022-05-03,26.1,23.4,29.1,0,,46,3.9,,1009.8,
2022-05-04,26.8,24.1,29.3,,,31,3.5,,1009.8,
2022-05-05,29.7,25.7,34.6,,,96,2.8,,1007.6,
2022-05-06,29.6,27.7,35.6,10.7,,90,2.2,,1006.6,
2022-05-07,28.2,26.9,33.8,0.5,,50,1.6,,1007,
2022-05-08,28.5,26,34.5,15,,72,2.6,,1007.2,
2022-05-09,29.6,26.6,35.5,15,,86,1.6,,1007.3,
2022-05-10,29.3,25.9,34.1,8.9,,168,2.4,,1007.9,
2022-05-11,29.8,27.9,34.1,2.8,,191,3.4,,1007.2,
2022-05-12,30.8,27.6,35.7,,,239,3.9,,1006.7,
2022-05-13,31.6,27.9,36.7,,,269,2,,1005.9,
2022-05-14,31.6,28.4,36.2,,,272,1.6,,1006.6,
2022-05-15,31.6,29.1,36.7,,,227,2,,1007.5,
2022-05-16,29.8,27.6,35.5,4.6,,271,3.3,,1007.2,
2022-05-17,28.2,25.9,36.6,80.8,,81,2.3,,1007.7,
2022-05-18,28.6,24.9,32.3,0.5,,123,2.4,,1008.5,
2022-05-19,30.2,26.8,33.7,3,,188,3.9,,1008.4,
2022-05-20,30.4,28.4,33.9,0,,200,4.3,,1006.6,
2022-05-21,28.4,26.2,32.6,2.3,,235,3.4,,1004.5,
2022-05-22,27.4,26.2,30.2,6.9,,273,2.1,,1002.7,
2022-05-23,30.6,26.3,35.3,,,259,2.8,,1003.4,
2022-05-24,30.1,27.7,33.6,0,,211,2.8,,1006.2,
2022-05-25,29.8,27.6,34.6,0,,241,2.6,,1007.7,
2022-05-26,30.9,27.3,35.5,,,254,4,,1005.8,
2022-05-27,30.1,27.7,35.5,,,249,4.2,,1004.7,
2022-05-28,28.9,25.3,37,26.4,,240,8.8,,1004.5,
2022-05-29,30.6,25.1,35.7,4.8,,254,8.3,,1005,
2022-05-30,30.6,26.9,35.6,1,,260,8.2,,1004.8,
2022-05-31,31,27.9,36,3.9,,243,6.5,,1004.7,
2022-06-01,31.1,28.2,36.1,0.3,,228,6.4,,1005.8,
2022-06-02,31.1,25.9,36.3,0.5,,219,7.5,,1006,
2022-06-03,29.1,25.1,33.4,24.9,,195,9,,1006.7,
2022-06-04,29.8,25.6,33.3,17.8,,207,9.7,,1007.5,
2022-06-05,29.5,25.1,35.7,7.6,,229,6.4,,1007.2,
2022-06-06,28.1,24.9,36,28.2,,263,6.4,,1006.6,
2022-06-07,29.4,24.9,35.5,1.7,,252,7.3,,1007.1,
2022-06-08,28.6,25.8,35,3.6,,236,7.4,,1007.4,
2022-06-09,30.8,27,35.4,0,,234,7.8,,1007,
2022-06-10,31.4,28,36.6,0.5,,244,8.3,,1007.2,
2022-06-11,31.1,28.1,35.4,1.1,,242,7.3,,1007.5,
2022-06-12,31.4,25.8,36.7,0.4,,263,6.9,,1007.7,
2022-06-13,30.7,27.2,35.5,4.3,,287,4.8,,1007.6,
2022-06-14,30.3,28.6,34.5,0,,196,2.6,,1007.3,
2022-06-15,30.4,27.5,35.6,0,,197,2.7,,1007.9,
2022-06-16,29.3,27.5,33.5,49,,225,1.6,,1008.6,
2022-06-17,30.7,26.1,36.5,0.3,,251,2.2,,1008.3,
2022-06-18,31.2,26.7,36.7,0,,273,1,,1008,
2022-06-19,30.8,26.9,37.1,25.1,,319,4,,1007.3,
2022-06-20,30.1,25.5,37,8.4,,279,2.2,,1005.6,
2022-06-21,29.1,25,35.6,27.2,,260,3.2,,1005.1,
2022-06-22,30.3,24.4,35.6,1.6,,225,1.8,,1006.8,
2022-06-23,30.2,27,35.4,0.3,,297,1.1,,1007.7,
2022-06-24,28.8,25.5,35.2,17.8,,4,1.1,,1006.9,
2022-06-25,30.1,24.7,35.2,0.8,,188,1.4,,1005.8,
2022-06-26,29.6,26.5,35.2,3,,209,4.2,,1007.1,
2022-06-27,29,26,33.6,10.1,,140,1.6,,1007.8,
2022-06-28,29.3,26.1,36.1,29,,270,0.5,,1006.5,
2022-06-29,30.6,25.9,36.8,0,,280,1.9,,1004.3,
2022-06-30,30.4,27.4,36,3.6,,294,2.3,,1003.3,
2022-07-01,29.4,27,35.1,30.2,,281,1.4,,1003.3,
2022-07-02,29.5,25.9,34,3.6,,243,2.3,,1003.2,
2022-07-03,30.1,26.4,34.4,4.6,,,1.2,,1004.3,
2022-07-04,30,28.1,34.1,8.1,,,2.5,,1004.3,
2022-07-05,29.8,26.6,34.6,1.8,,209,2.8,,1004.7,
2022-07-06,30,26.5,35.4,7.6,,255,1.4,,1006.1,
2022-07-07,30,26.7,34.8,5,,288,1.7,,1006.5,
2022-07-08,29.2,27,34.3,38.9,,223,2.4,,1006,
2022-07-09,27.3,25.6,34.1,15,,,1.4,,1005,
2022-07-10,29.3,25.6,34.1,1.8,,,2,,1005.2,
2022-07-11,28.7,26.9,33.3,1.5,,315,2.9,,1005.7,
2022-07-12,27.5,25.4,32.4,1.5,,317,2.8,,1004.5,
