"HS2","HS2 ID","HS4","HS4 ID","Section","Section ID","Trade Value","Year"
"Inorganic chemicals",628,"Silicates",62839,"Chemical Products",6,450015,2012
"Inorganic chemicals",628,"Borates",62840,"Chemical Products",6,156298,2012
"Inorganic chemicals",628,"Oxometallic or Peroxometallic Acid Salts",62841,"Chemical Products",6,288730,2012
"Inorganic chemicals",628,"Other Inorganic Acids Salts",62842,"Chemical Products",6,206826,2012
"Inorganic chemicals",628,"Precious Metal Compounds",62843,"Chemical Products",6,151212,2012
"Inorganic chemicals",628,"Radioactive Chemicals",62844,"Chemical Products",6,191423,2012
"Inorganic chemicals",628,"Rare-Earth Metal Compounds",62846,"Chemical Products",6,34371,2012
"Inorganic chemicals",628,"Hydrogen peroxide",62847,"Chemical Products",6,632469,2012
"Inorganic chemicals",628,"Phosphides",62848,"Chemical Products",6,13704,2012
"Inorganic chemicals",628,"Carbides",62849,"Chemical Products",6,1696041,2012
"Inorganic chemicals",628,"Hydrides and other anions",62850,"Chemical Products",6,7472.999999999999,2012
"Inorganic chemicals",628,"Inorganic Compounds",62851,"Chemical Products",6,2247789,2012
"Organic chemicals",629,"Acyclic Hydrocarbons",62901,"Chemical Products",6,8775640,2012
"Organic chemicals",629,"Cyclic Hydrocarbons",62902,"Chemical Products",6,6594189,2012
"Organic chemicals",629,"Halogenated Hydrocarbons",62903,"Chemical Products",6,2216075,2012
"Organic chemicals",629,"Sulfonated, Nitrated or Nitrosated Hydrocarbons",62904,"Chemical Products",6,67050,2012
"Organic chemicals",629,"Acyclic Alcohols",62905,"Chemical Products",6,9274306,2012
"Organic chemicals",629,"Cyclic Alcohols",62906,"Chemical Products",6,424996,2012
"Organic chemicals",629,"Phenols",62907,"Chemical Products",6,316179,2012
"Organic chemicals",629,"Phenol Derivatives",62908,"Chemical Products",6,219216,2012
"Organic chemicals",629,"Ethers",62909,"Chemical Products",6,2357133,2012
"Organic chemicals",629,"Epoxides",62910,"Chemical Products",6,18124.000000000004,2012
"Organic chemicals",629,"Acetals and Hemiacetals",62911,"Chemical Products",6,1991,2012
"Organic chemicals",629,"Aldehydes",62912,"Chemical Products",6,3055627,2012
"Organic chemicals",629,"Aldehyde Derivatives",62913,"Chemical Products",6,784,2012
"Organic chemicals",629,"Ketones and Quinones",62914,"Chemical Products",6,2097552,2012
"Organic chemicals",629,"Saturated Acyclic Monocarboxylic Acids",62915,"Chemical Products",6,11805535,2012
"Organic chemicals",629,"Unsaturated Acyclic Monocarboxylic Acids",62916,"Chemical Products",6,1588060,2012
"Organic chemicals",629,"Polycarboxylic Acids",62917,"Chemical Products",6,19441921,2012
"Organic chemicals",629,"Carboxylic Acids",62918,"Chemical Products",6,3912957,2012
"Organic chemicals",629,"Phosphoric Esters and Salts",62919,"Chemical Products",6,53604,2012
"Organic chemicals",629,"Other Esters",62920,"Chemical Products",6,23049.999999999996,2012
"Organic chemicals",629,"Amine Compounds",62921,"Chemical Products",6,557519,2012
"Organic chemicals",629,"Oxygen Amino Compounds",62922,"Chemical Products",6,5594424,2012
"Organic chemicals",629,"Quaternary Ammonium Salts and Hydroxides",62923,"Chemical Products",6,1199189,2012
"Organic chemicals",629,"Carboxyamide Compounds",62924,"Chemical Products",6,5339502,2012
"Organic chemicals",629,"Carboxyimide Compounds",62925,"Chemical Products",6,1933034,2012
"Organic chemicals",629,"Nitrile Compounds",62926,"Chemical Products",6,1545220,2012
"Organic chemicals",629,"Diazo, Azo or Aoxy Compounds",62927,"Chemical Products",6,1257650,2012
"Organic chemicals",629,"Hydrazine or Hydroxylamine Derivatives",62928,"Chemical Products",6,337559,2012
"Organic chemicals",629,"Other Nitrogen Compounds",62929,"Chemical Products",6,30201140,2012
"Organic chemicals",629,"Organo-Sulfur Compounds",62930,"Chemical Products",6,1532141,2012
"Organic chemicals",629,"Other Organo-Inorganic Compounds",62931,"Chemical Products",6,1151550,2012
"Organic chemicals",629,"Oxygen Heterocyclic Compounds",62932,"Chemical Products",6,778645,2012
"Organic chemicals",629,"Nitrogen Heterocyclic Compounds",62933,"Chemical Products",6,20853839,2012
"Organic chemicals",629,"Nucleic Acids",62934,"Chemical Products",6,2827078,2012
"Organic chemicals",629,"Sulfonamides",62935,"Chemical Products",6,3595258,2012
"Organic chemicals",629,"Vitamins",62936,"Chemical Products",6,2982041,2012
"Organic chemicals",629,"Hormones",62937,"Chemical Products",6,1671799,2012
"Organic chemicals",629,"Glycosides",62938,"Chemical Products",6,3091346,2012
"Organic chemicals",629,"Vegetable Alkaloids",62939,"Chemical Products",6,1654975,2012
"Organic chemicals",629,"Chemically Pure Sugars",62940,"Chemical Products",6,27266,2012
"Organic chemicals",629,"Antibiotics",62941,"Chemical Products",6,11655522,2012
"Organic chemicals",629,"Other Organic Compounds",62942,"Chemical Products",6,4385034,2012
"Pharmaceutical products",630,"Glands and Other Organs",63001,"Chemical Products",6,133863,2012
"Pharmaceutical products",630,"Vaccines, blood, antisera, toxins and cultures",63002,"Chemical Products",6,72299731,2012
"Pharmaceutical products",630,"Unpackaged Medicaments",63003,"Chemical Products",6,10854800,2012
"Pharmaceutical products",630,"Packaged Medicaments",63004,"Chemical Products",6,377829710,2012
"Pharmaceutical products",630,"Bandages",63005,"Chemical Products",6,8418863,2012
"Pharmaceutical products",630,"Special Pharmaceuticals",63006,"Chemical Products",6,6828907,2012
"Fertilizers",631,"Animal or Vegetable Fertilizers",63101,"Chemical Products",6,1242184,2012
"Fertilizers",631,"Nitrogenous Fertilizers",63102,"Chemical Products",6,43901077,2012
"Fertilizers",631,"Phosphatic Fertilizers",63103,"Chemical Products",6,1433011.9999999998,2012
"Fertilizers",631,"Potassic Fertilizers",63104,"Chemical Products",6,4436944,2012
"Fertilizers",631,"Mixed Mineral or Chemical Fertilizers",63105,"Chemical Products",6,127762835,2012
"Paints, dyes, & varnishes",632,"Vegetable Tanning Extracts",63201,"Chemical Products",6,533905,2012
"Paints, dyes, & varnishes",632,"Synthetic Tanning Extracts",63202,"Chemical Products",6,1956292,2012
"Paints, dyes, & varnishes",632,"Vegetable or Animal Dyes",63203,"Chemical Products",6,249461,2012
"Paints, dyes, & varnishes",632,"Synthetic Coloring Matter",63204,"Chemical Products",6,11949523,2012
"Paints, dyes, & varnishes",632,"Lake Pigments",63205,"Chemical Products",6,389805.99999999994,2012
"Paints, dyes, & varnishes",632,"Other Coloring Matter",63206,"Chemical Products",6,23500827,2012
"Paints, dyes, & varnishes",632,"Prepared Pigments",63207,"Chemical Products",6,3074980,2012
"Paints, dyes, & varnishes",632,"Nonaqueous Paints",63208,"Chemical Products",6,9157002,2012
"Paints, dyes, & varnishes",632,"Aqueous Paints",63209,"Chemical Products",6,2074210,2012
"Paints, dyes, & varnishes",632,"Other Paints",63210,"Chemical Products",6,1089645,2012
"Paints, dyes, & varnishes",632,"Prepared Paint Driers",63211,"Chemical Products",6,1277132,2012
"Paints, dyes, & varnishes",632,"Nonaqueous Pigments",63212,"Chemical Products",6,4337217,2012
"Paints, dyes, & varnishes",632,"Artistry Paints",63213,"Chemical Products",6,255890,2012
"Paints, dyes, & varnishes",632,"Glaziers Putty",63214,"Chemical Products",6,5016752,2012
"Paints, dyes, & varnishes",632,"Ink",63215,"Chemical Products",6,12646293,2012
"Perfumery & cosmetics",633,"Essential Oils",63301,"Chemical Products",6,1139131,2012
"Perfumery & cosmetics",633,"Scented Mixtures",63302,"Chemical Products",6,44536068,2012
"Perfumery & cosmetics",633,"Perfumes",63303,"Chemical Products",6,7504854,2012
"Perfumery & cosmetics",633,"Beauty Products",63304,"Chemical Products",6,13774683,2012
"Perfumery & cosmetics",633,"Hair Products",63305,"Chemical Products",6,5572251,2012
"Perfumery & cosmetics",633,"Dental Products",63306,"Chemical Products",6,12937978,2012
"Perfumery & cosmetics",633,"Shaving Products",63307,"Chemical Products",6,9214774,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Soap",63401,"Chemical Products",6,19724778,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Cleaning Products",63402,"Chemical Products",6,49085258,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Lubricating Products",63403,"Chemical Products",6,5276955,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Waxes",63404,"Chemical Products",6,2456056,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Polishes and Creams",63405,"Chemical Products",6,2313148,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Candles",63406,"Chemical Products",6,4945155,2012
"Soap, cleaners, candles, dental, modelling pastes",634,"Pastes and Waxes",63407,"Chemical Products",6,172750,2012
"Glues, starches, & albuminoid products",635,"Casein",63501,"Chemical Products",6,420293,2012
"Glues, starches, & albuminoid products",635,"Water Soluble Proteins",63502,"Chemical Products",6,20897,2012
"Glues, starches, & albuminoid products",635,"Gelatin",63503,"Chemical Products",6,479476,2012
"Glues, starches, & albuminoid products",635,"Peptones",63504,"Chemical Products",6,1101284,2012
"Glues, starches, & albuminoid products",635,"Dextrins",63505,"Chemical Products",6,1094740,2012
"Glues, starches, & albuminoid products",635,"Glues",63506,"Chemical Products",6,7439955,2012
"Glues, starches, & albuminoid products",635,"Enzymes",63507,"Chemical Products",6,6388063,2012
"Explosives, matches, & fireworks",636,"Propellant Powders",63601,"Chemical Products",6,1350063.9999999998,2012
"Explosives, matches, & fireworks",636,"Prepared Explosives",63602,"Chemical Products",6,630744,2012
"Explosives, matches, & fireworks",636,"Detonating Fuses",63603,"Chemical Products",6,722121,2012
"Explosives, matches, & fireworks",636,"Fireworks",63604,"Chemical Products",6,67468,2012
"Explosives, matches, & fireworks",636,"Matches",63605,"Chemical Products",6,3376124,2012
"Explosives, matches, & fireworks",636,"Pyrophoric Alloys",63606,"Chemical Products",6,91650,2012
"Photo & movie goods",637,"Photographic Plates",63701,"Chemical Products",6,5661622,2012
"Photo & movie goods",637,"Photographic Film",63702,"Chemical Products",6,1312935,2012
"Photo & movie goods",637,"Photographic Paper",63703,"Chemical Products",6,2696029,2012
"Photo & movie goods",637,"Undeveloped Exposed Photographic Material",63704,"Chemical Products",6,244991,2012
"Photo & movie goods",637,"Developed Exposed Photographic Material",63705,"Chemical Products",6,34953,2012
"Photo & movie goods",637,"Motion-picture film, exposed and developed",63706,"Chemical Products",6,129426,2012
"Photo & movie goods",637,"Photographic Chemicals",63707,"Chemical Products",6,5057021,2012
"Chemical products n.e.s.",638,"Artificial Graphite",63801,"Chemical Products",6,267207,2012
"Chemical products n.e.s.",638,"Activated Carbon",63802,"Chemical Products",6,2120289,2012
"Chemical products n.e.s.",638,"Tall Oil",63803,"Chemical Products",6,8996,2012
"Chemical products n.e.s.",638,"Wood Pulp Lyes",63804,"Chemical Products",6,25476,2012
"Chemical products n.e.s.",638,"Turpentine",63805,"Chemical Products",6,2458146,2012
"Chemical products n.e.s.",638,"Rosin",63806,"Chemical Products",6,1283174,2012
"Chemical products n.e.s.",638,"Pesticides",63808,"Chemical Products",6,89842552,2012
"Chemical products n.e.s.",638,"Dyeing Finishing Agents",63809,"Chemical Products",6,1628710,2012
"Chemical products n.e.s.",638,"Metal Pickling Preparations",63810,"Chemical Products",6,1148655,2012
"Chemical products n.e.s.",638,"Antiknock",63811,"Chemical Products",6,18957560,2012
"Chemical products n.e.s.",638,"Prepared Rubber Accelerators",63812,"Chemical Products",6,3461470,2012
"Chemical products n.e.s.",638,"Fire Extinguishers Preparations",63813,"Chemical Products",6,164911,2012
"Chemical products n.e.s.",638,"Organic Composite Solvents",63814,"Chemical Products",6,3743310,2012
"Chemical products n.e.s.",638,"Reaction and Catalytic Products",63815,"Chemical Products",6,200911,2012
"Chemical products n.e.s.",638,"Refractory Cements",63816,"Chemical Products",6,1679854,2012
"Chemical products n.e.s.",638,"Alkylbenzenes and Alkylnaphthalenes",63817,"Chemical Products",6,14374615.999999998,2012
"Chemical products n.e.s.",638,"Disc Chemicals for Electronics",63818,"Chemical Products",6,163581,2012
"Chemical products n.e.s.",638,"Hydraulic Brake Fluid",63819,"Chemical Products",6,2916615,2012
"Chemical products n.e.s.",638,"Antifreeze",63820,"Chemical Products",6,693018,2012
"Chemical products n.e.s.",638,"Micro-Organism Culture Preparations",63821,"Chemical Products",6,765967,2012
"Chemical products n.e.s.",638,"Laboratory Reagents",63822,"Chemical Products",6,24211574,2012
"Chemical products n.e.s.",638,"Industrial Fatty Acids, Oils and Alcohols",63823,"Chemical Products",6,31885602,2012
"Plastics & articles thereof",739,"Ethylene Polymers",73901,"Plastics and Rubbers",7,171168503,2012
"Plastics & articles thereof",739,"Propylene Polymers",73902,"Plastics and Rubbers",7,92439838,2012
"Plastics & articles thereof",739,"Styrene Polymers",73903,"Plastics and Rubbers",7,6094891,2012
"Plastics & articles thereof",739,"Vinyl Chloride Polymers",73904,"Plastics and Rubbers",7,53527959,2012
"Plastics & articles thereof",739,"Other Vinyl Polymers",73905,"Plastics and Rubbers",7,4408440,2012
"Plastics & articles thereof",739,"Acrylic Polymers",73906,"Plastics and Rubbers",7,10682506,2012
"Plastics & articles thereof",739,"Polyacetals",73907,"Plastics and Rubbers",7,98295215,2012
"Plastics & articles thereof",739,"Polyamides",73908,"Plastics and Rubbers",7,515466,2012
"Plastics & articles thereof",739,"Amino-resins",73909,"Plastics and Rubbers",7,5224489,2012
"Plastics & articles thereof",739,"Silicone",73910,"Plastics and Rubbers",7,1357256,2012
"Plastics & articles thereof",739,"Petroleum Resins",73911,"Plastics and Rubbers",7,1436468,2012
"Plastics & articles thereof",739,"Cellulose",73912,"Plastics and Rubbers",7,4680803,2012
"Plastics & articles thereof",739,"Natural Polymers",73913,"Plastics and Rubbers",7,880884,2012
"Plastics & articles thereof",739,"Polymer Ion-Exchangers",73914,"Plastics and Rubbers",7,90560,2012
"Plastics & articles thereof",739,"Scrap Plastic",73915,"Plastics and Rubbers",7,552048,2012
"Plastics & articles thereof",739,"Monofilament",73916,"Plastics and Rubbers",7,2279077,2012
"Plastics & articles thereof",739,"Plastic Pipes",73917,"Plastics and Rubbers",7,24799456,2012
"Plastics & articles thereof",739,"Plastic Floor Coverings",73918,"Plastics and Rubbers",7,14499682,2012
"Plastics & articles thereof",739,"Self-adhesive Plastics",73919,"Plastics and Rubbers",7,15236999,2012
"Plastics & articles thereof",739,"Raw Plastic Sheeting",73920,"Plastics and Rubbers",7,49488925,2012
"Plastics & articles thereof",739,"Other Plastic Sheetings",73921,"Plastics and Rubbers",7,14420244,2012
"Plastics & articles thereof",739,"Plastic Wash Basins",73922,"Plastics and Rubbers",7,11607411,2012
"Plastics & articles thereof",739,"Plastic Lids",73923,"Plastics and Rubbers",7,42268105,2012
"Plastics & articles thereof",739,"Plastic Housewares",73924,"Plastics and Rubbers",7,14402794,2012
"Plastics & articles thereof",739,"Plastic Building Materials",73925,"Plastics and Rubbers",7,10550990,2012
"Plastics & articles thereof",739,"Other Plastic Products",73926,"Plastics and Rubbers",7,49872582,2012
"Rubber & articles thereof",740,"Rubber",74001,"Plastics and Rubbers",7,7837360,2012
"Rubber & articles thereof",740,"Synthetic Rubber",74002,"Plastics and Rubbers",7,9526631,2012
"Rubber & articles thereof",740,"Reclaimed Rubber",74003,"Plastics and Rubbers",7,312062,2012
"Rubber & articles thereof",740,"Scrap Rubber",74004,"Plastics and Rubbers",7,60136,2012
"Rubber & articles thereof",740,"Compounded Unvulcanised Rubber",74005,"Plastics and Rubbers",7,3848383,2012
"Rubber & articles thereof",740,"Unvulcanised Rubber Products",74006,"Plastics and Rubbers",7,1098354,2012
"Rubber & articles thereof",740,"Rubber Thread",74007,"Plastics and Rubbers",7,807847,2012
"Rubber & articles thereof",740,"Rubber Sheets",74008,"Plastics and Rubbers",7,5896496,2012
"Rubber & articles thereof",740,"Rubber Pipes",74009,"Plastics and Rubbers",7,4068519,2012
"Rubber & articles thereof",740,"Rubber Belting",74010,"Plastics and Rubbers",7,4628664,2012
"Rubber & articles thereof",740,"Rubber Tires",74011,"Plastics and Rubbers",7,205822182,2012
"Rubber & articles thereof",740,"Used Rubber Tires",74012,"Plastics and Rubbers",7,6257163,2012
"Rubber & articles thereof",740,"Rubber Inner Tubes",74013,"Plastics and Rubbers",7,13446586,2012
"Rubber & articles thereof",740,"Pharmaceutical Rubber Products",74014,"Plastics and Rubbers",7,6452948,2012
"Rubber & articles thereof",740,"Rubber Apparel",74015,"Plastics and Rubbers",7,17723836,2012
"Rubber & articles thereof",740,"Other Rubber Products",74016,"Plastics and Rubbers",7,12600799,2012
"Rubber & articles thereof",740,"Hard Rubber",74017,"Plastics and Rubbers",7,99184,2012
"Raw hides & skin (non-fur)",841,"Equine and Bovine Hides",84101,"Animal Hides",8,4010153.9999999995,2012
"Raw hides & skin (non-fur)",841,"Sheep Hides",84102,"Animal Hides",8,116595,2012
"Raw hides & skin (non-fur)",841,"Other Hides and Skins",84103,"Animal Hides",8,3195755,2012
"Raw hides & skin (non-fur)",841,"Tanned Equine and Bovine Hides",84104,"Animal Hides",8,2135962.9999999995,2012
